Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Algorithmic Bias in Education","International Journal of Artificial Intelligence in Education","","32","4","10.1007/s40593-021-00285-9","Ryan S. BakerAaron Hawn","2022","http://link.springer.com/article/10.1007/s40593-021-00285-9","Article"
"Abstracts","Annals of Behavioral Medicine","","39","1","10.1007/s12160-010-9169-5","","2010","http://link.springer.com/article/10.1007/s12160-010-9169-5","Article"
"A novel directional-oriented method for predicting shear wave velocity through empirical rock physics relationship using geostatistics analysis","Scientific Reports","","13","1","10.1038/s41598-023-47016-9","Esmael MakarianMaryam MirhashemiAyub ElyasiDanial MansourianReza FalahatAhmed E. RadwanAhmed El-AalCunhui FanHu Li","2023","http://link.springer.com/article/10.1038/s41598-023-47016-9","Article"
"Negotiation Pedagogy: Learning to Learn","Negotiation Journal","","16","4","10.1023/A:1026676519280","Sara Cobb","2000","http://link.springer.com/article/10.1023/A%3A1026676519280","Article"
"Towards a unified framework for developing ethical and practical Turing tests","AI & SOCIETY","","34","1","10.1007/s00146-017-0763-y","Balaji SrinivasanKushal Shah","2019","http://link.springer.com/article/10.1007/s00146-017-0763-y","Article"
"Abstracts from the 2019 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","34","2","10.1007/s11606-019-05007-5","","2019","http://link.springer.com/article/10.1007/s11606-019-05007-5","Article"
"Gender Differences in the Self-Assessment of Accuracy on Cognitive Tasks","Sex Roles","","48","5 - 6","10.1023/A:1022877405718","Gerry Pallier","2003","http://link.springer.com/article/10.1023/A%3A1022877405718","Article"
"The value of the Piagetian framework for comparative cognitive studies","Animal Cognition","","5","3","10.1007/s10071-002-0148-5","Irene M. Pepperberg","2002","http://link.springer.com/article/10.1007/s10071-002-0148-5","Article"
"Being Your Own Role Model for Improving Self-efficacy: An Elementary Teacher Self-actualizes through Drama-Based Science Teaching","Canadian Journal of Science, Mathematics and Technology Education","","6","3","10.1080/14926150609556698","Larry BenczeLisa Upton","2006","http://link.springer.com/article/10.1080/14926150609556698","Article"
"SRI 2022: Scientific Abstracts","Reproductive Sciences","","29","1","10.1007/s43032-022-00883-5","","2022","http://link.springer.com/article/10.1007/s43032-022-00883-5","Article"
"Plants are intelligent; now what?","Nature Plants","","4","9","10.1038/s41477-018-0237-3","Daniel A. Chamovitz","2018","http://link.springer.com/article/10.1038/s41477-018-0237-3","Article"
"53
              
                rd
              
              EASD Annual Meeting of the European Association for the Study of Diabetes","Diabetologia","","60","1","10.1007/s00125-017-4350-z","","2017","http://link.springer.com/article/10.1007/s00125-017-4350-z","Article"
"Nineteenth Meeting of the European Neurological Society 20–24 June 2009, Milan, Italy","Journal of Neurology","","256","2","10.1007/s00415-009-5161-z","","2009","http://link.springer.com/article/10.1007/s00415-009-5161-z","Article"
"Biomarkers of aging","Science China Life Sciences","","66","5","10.1007/s11427-023-2305-0","Hainan BaoJiani CaoMengting ChenMin ChenWei ChenXiao ChenYanhao ChenYu ChenYutian ChenZhiyang ChenJagadish K. ChhetriYingjie DingJunlin FengJun GuoMengmeng GuoChuting He","2023","http://link.springer.com/article/10.1007/s11427-023-2305-0","Article"
"Reconstruction of Convex Bodies from Brightness Functions","Discrete & Computational Geometry","","29","2","10.1007/s00454-002-0759-2","GardnerMilanfar","2003","http://link.springer.com/article/10.1007/s00454-002-0759-2","Article"
"Is the Reasonable Person a Person of Virtue?","Res Publica","","26","2","10.1007/s11158-019-09432-5","Michele Mangini","2020","http://link.springer.com/article/10.1007/s11158-019-09432-5","Article"
"A Collaborative View of Knowledge in a Knowledge Society: An International Perspective","International Journal of Value-Based Management","","14","1","10.1023/A:1007877415072","Cheryl J. Craig","2001","http://link.springer.com/article/10.1023/A%3A1007877415072","Article"
"Converting scenarios to CSP traces with Mise en Scene for requirements-based programming","Innovations in Systems and Software Engineering","","4","1","10.1007/s11334-007-0041-0","J. CarterW. B. Gardner","2008","http://link.springer.com/article/10.1007/s11334-007-0041-0","Article"
"Artificial Intelligence, Values, and Alignment","Minds and Machines","","30","3","10.1007/s11023-020-09539-2","Iason Gabriel","2020","http://link.springer.com/article/10.1007/s11023-020-09539-2","Article"
"Trojan horse or useful helper? A relationship perspective on artificial intelligence assistants with humanlike features","Journal of the Academy of Marketing Science","","50","6","10.1007/s11747-022-00856-9","Ertugrul UysalSascha AlaviValéry Bezençon","2022","http://link.springer.com/article/10.1007/s11747-022-00856-9","Article"
"The chain effect from human resource-based clinical governance through emotional intelligence and CSR to knowledge sharing","Knowledge Management Research & Practice","","14","1","10.1057/kmrp.2014.23","Luu Trong Tuan","2016","http://link.springer.com/article/10.1057/kmrp.2014.23","Article"
"Prediction of groundwater nitrate concentration in a semiarid region using hybrid Bayesian artificial intelligence approaches","Environmental Science and Pollution Research","","29","14","10.1007/s11356-021-17224-9","Khalifa M. AlkindiKaustuv MukherjeeManish PandeyAman AroraSaeid JanizadehQuoc Bao PhamDuong Tran AnhKourosh Ahmadi","2022","http://link.springer.com/article/10.1007/s11356-021-17224-9","Article"
"External validation of an artificial intelligence multi-label deep learning model capable of ankle fracture classification","BMC Musculoskeletal Disorders","","25","1","10.1186/s12891-024-07884-2","Jakub OlczakJasper PrijsFrank IJpmaFredrik WallinEhsan AkbarianJob DoornbergMax Gordon","2024","http://link.springer.com/article/10.1186/s12891-024-07884-2","Article"
"Explainable Artificial Intelligence in Deep Learning Neural Nets-Based Digital Images Analysis","Journal of Computer and Systems Sciences International","","63","1","10.1134/S1064230724700138","A. N. AverkinE. N. VolkovS. A. Yarushev","2024","http://link.springer.com/article/10.1134/S1064230724700138","Article"
"64TH ASMS Conference on Mass Spectrometry and Allied Topics","Journal of The American Society for Mass Spectrometry","","27","1","10.1007/s13361-016-1413-1","Judith Sjoberg","2016","http://link.springer.com/article/10.1007/s13361-016-1413-1","Article"
"Art histories from nowhere: on the coloniality of experiments in art and artificial intelligence","AI & SOCIETY","","39","1","10.1007/s00146-023-01768-0","Mashinka Firunts Hakopian","2024","http://link.springer.com/article/10.1007/s00146-023-01768-0","Article"
"A Model of Mathematical Giftedness: Integrating Natural, Creative, and Mathematical Abilities","Canadian Journal of Science, Mathematics and Technology Education","","11","1","10.1080/14926156.2011.548900","Demetra Pitta-PantaziConstantinos ChristouKaterina KontoyianniMaria Kattou","2011","http://link.springer.com/article/10.1080/14926156.2011.548900","Article"
"The Life Cycle of Knowledge in Big Language Models: A Survey","Machine Intelligence Research","","21","2","10.1007/s11633-023-1416-x","Boxi CaoHongyu LinXianpei HanLe Sun","2024","http://link.springer.com/article/10.1007/s11633-023-1416-x","Article"
"Imitating the Human. New Human–Machine Interactions in Social Robots","NanoEthics","","16","2","10.1007/s11569-022-00418-x","Johanna SeifertOrsolya FriedrichSebastian Schleidgen","2022","http://link.springer.com/article/10.1007/s11569-022-00418-x","Article"
"Abstracts","European Journal of Trauma and Emergency Surgery","","41","2","10.1007/s00068-015-0515-y","","2015","http://link.springer.com/article/10.1007/s00068-015-0515-y","Article"
"33rd Annual Meeting & Pre-Conference Programs of the Society for Immunotherapy of Cancer (SITC 2018)","Journal for ImmunoTherapy of Cancer","","6","1","10.1186/s40425-018-0422-y","","2018","http://link.springer.com/article/10.1186/s40425-018-0422-y","Article"
"Are culturally intelligent professionals more committed to organizations? Examining Chinese expatriation in Belt & Road Countries","Asia Pacific Journal of Management","","39","3","10.1007/s10490-020-09745-7","Ying ZhangLei HuangYunlong DuanYuran Li","2022","http://link.springer.com/article/10.1007/s10490-020-09745-7","Article"
"Husserl’s concept of transcendental consciousness and the problem of AI consciousness","Phenomenology and the Cognitive Sciences","","23","5","10.1007/s11097-024-09993-8","Zbigniew Orbik","2024","http://link.springer.com/article/10.1007/s11097-024-09993-8","Article"
"Forecasting and operational research: a review","Journal of the Operational Research Society","","59","9","10.1057/palgrave.jors.2602597","R FildesK NikolopoulosS F CroneA A Syntetos","2008","http://link.springer.com/article/10.1057/palgrave.jors.2602597","Article"
"CIRSE 2019 Abstracts","CardioVascular and Interventional Radiology","","42","3","10.1007/s00270-019-02282-x","","2019","http://link.springer.com/article/10.1007/s00270-019-02282-x","Article"
"Application of intelligent agents in health-care: review","Artificial Intelligence Review","","46","1","10.1007/s10462-016-9457-y","Sajid IqbalWasif AltafMuhammad AslamWaqar MahmoodMuhammad Usman Ghani Khan","2016","http://link.springer.com/article/10.1007/s10462-016-9457-y","Article"
"Evolutionary perspectives on imitation: is a comparative psychology of social learning possible?","Animal Cognition","","5","4","10.1007/s10071-002-0151-x","Christine A. CaldwellAndrew Whiten","2002","http://link.springer.com/article/10.1007/s10071-002-0151-x","Article"
"Educating the Developing Mind: Towards an Overarching Paradigm","Educational Psychology Review","","23","4","10.1007/s10648-011-9178-3","Andreas DemetriouGeorge SpanoudisAntigoni Mouyi","2011","http://link.springer.com/article/10.1007/s10648-011-9178-3","Article"
"Best Abstracts","Intensive Care Medicine Experimental","","12","1","10.1186/s40635-024-00658-z","","2024","http://link.springer.com/article/10.1186/s40635-024-00658-z","Article"
"Data-based optimisation of intra-hospital patient transport capacity planning","OR Spectrum","","","","10.1007/s00291-024-00795-7","Tobias KroppYuhao GaoKunibert Lennerts","2024","http://link.springer.com/article/10.1007/s00291-024-00795-7","Article"
"Product Marketing and Channel Management in Electronic Commerce","Information Systems Frontiers","","1","4","10.1023/A:1010061924822","Chandrasekar SubramaniamMichael J. ShawDavid M. Gardner","2000","http://link.springer.com/article/10.1023/A%3A1010061924822","Article"
"Abstracts from the 37th Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","29","1","10.1007/s11606-014-2834-9","","2014","http://link.springer.com/article/10.1007/s11606-014-2834-9","Article"
"Computer-Mediated Intersensory Learning Model for Students with Learning Disabilities","TechTrends","","54","2","10.1007/s11528-010-0385-4","","2010","http://link.springer.com/article/10.1007/s11528-010-0385-4","Article"
"Status and trends in the stability of the three largest ice shelves in Antarctica","Science China Earth Sciences","","67","8","10.1007/s11430-023-1338-8","Rongxing LiGuojun LiLu AnMenglian XiaDa LvYuan ChengAiguo ZhaoTian ChangXiangbin CuiShengkai ZhangShijie LiuYixiang TianWeian Wang","2024","http://link.springer.com/article/10.1007/s11430-023-1338-8","Article"
"The Environments of Our Hominin Ancestors, Tool-usage, and Scenario Visualization","Biology and Philosophy","","21","1","10.1007/s10539-005-0443-z","R. Arp","2006","http://link.springer.com/article/10.1007/s10539-005-0443-z","Article"
"18th ISoP Annual Meeting “Pharmacovigilance without borders” Geneva, Switzerland, 11–14 November, 2018","Drug Safety","","41","11","10.1007/s40264-018-0719-2","","2018","http://link.springer.com/article/10.1007/s40264-018-0719-2","Article"
"21st ISoP Annual Meeting “A New Era of Pharmacovigilance: Challenges and Opportunities” 20–23 September 2022 Verona, Italy","Drug Safety","","45","10","10.1007/s40264-022-01219-7","","2022","http://link.springer.com/article/10.1007/s40264-022-01219-7","Article"
"Bayesian inferences for receiver operating characteristic curves in the absence of a gold standard","Journal of Agricultural, Biological, and Environmental Statistics","","11","2","10.1198/108571106X110883","Young-Ku ChoiWesley O. JohnsonMichael T. CollinsIan A. Gardner","2006","http://link.springer.com/article/10.1198/108571106X110883","Article"
"Abundant intelligences: placing AI within Indigenous knowledge frameworks","AI & SOCIETY","","","","10.1007/s00146-024-02099-4","Jason Edward LewisHēmi WhaangaCeyda Yolgörmez","2024","http://link.springer.com/article/10.1007/s00146-024-02099-4","Article"
